"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"WPR23LA178","ACC","114703","2023-05-07T14:00:00Z","Belen","New Mexico","United States",,"N80892","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=114703"
"CEN23LA178","ACC","122569","2023-05-06T16:05:00Z","Carta Valley","Texas","United States",,"N254DM","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=122569"
"ERA23LA225","ACC","130453","2023-05-06T14:00:00Z","Manville","New Jersey","United States",,"N262MK","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=130453"
"CEN23FA174","ACC","114698","2023-05-06T10:00:00Z","Victor","Colorado","United States",,"N15188","false","Aviation","DirectorBrief",,"Fatal","4","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=114698"
"WPR23LA181","ACC","114708","2023-05-06T09:35:00Z","Ventura","California","United States",,"N799CP","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=114708"
"DCA23WA280","INC","139287","2023-05-05T13:23:00Z","Quito",,"Ecuador",,"HC-CTF","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=139287"
"DCA23WA279","OCC","135370","2023-05-05T13:00:00Z","St. Louis","Missouri","United States",,"N8658A","false","Aviation","None",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=135370"
"WPR23LA179","ACC","114706","2023-05-05T09:45:00Z","North Las Vegas","Nevada","United States",,"N83SE","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=114706"
"ERA23LA218","ACC","109776","2023-05-05T09:00:00Z","Greenville","North Carolina","United States",,"N180LR","false","Aviation","DirectorBrief",,"Serious","0","2","0",,,"https://data.ntsb.gov/Docket?ProjectID=109776"
"ERA23LA221","ACC","114701","2023-05-05T06:45:00Z","Fort Mill","South Carolina","United States",,"N3058E","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=114701"
"DCA23LA278","ACC","135369","2023-05-05T04:54:00Z","Charlotte","North Carolina","United States",,"N921US","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=135369"
"ERA23LA227","ACC","139289","2023-05-04T18:45:00Z","Knoxville","Tennessee","United States",,"N26941","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=139289"
"CEN23LA175","ACC","114702","2023-05-04T18:32:00Z","Brookings","South Dakota","United States",,"N1674E","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=114702"
"ERA23LA217","ACC","107814","2023-05-04T13:15:00Z","Defuniak Springs","Florida","United States",,"N3796T","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107814"
"CEN23LA171","ACC","107812","2023-05-03T19:00:00Z","Gretna","Nebraska","United States",,"N440RS","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107812"
"WPR23LA177","ACC","109772","2023-05-03T18:35:00Z","Pasco","Washington","United States",,"N777CF","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=109772"
"CEN23LA172","ACC","107813","2023-05-03T13:29:00Z","Houston","Texas","United States",,"N28HE","false","Aviation","DirectorBrief",,"Serious","0","2","0",,,"https://data.ntsb.gov/Docket?ProjectID=107813"
"WPR23LA175","ACC","107306","2023-05-03T08:15:00Z","Laurel","Montana","United States",,"N62PC","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107306"
"GAA23WA151","ACC","174538","2023-05-03T04:00:00Z","Toyoma",,"Japan",,"JA-7875","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=174538"
"GAA23WA150","ACC","174537","2023-05-02T22:02:00Z","Langley Regional",,"Canada",,"C-GIDY","false","Aviation","None",,"Serious","0","1","1",,,"https://data.ntsb.gov/Docket?ProjectID=174537"
"CEN23LA169","ACC","107810","2023-05-02T20:13:00Z","Derby","Kansas","United States",,"N750TK","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107810"
"CEN23LA180","ACC","127504","2023-05-02T19:20:00Z","Denison","Texas","United States",,"N40SR","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=127504"
"WPR23LA176","ACC","107309","2023-05-02T11:33:00Z","Santa Barbara","California","United States",,"C-GXGS","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107309"
"WPR23LA174","ACC","107203","2023-05-01T18:15:00Z","San Luis Obispo","California","United States",,"N29TR","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107203"
"WPR23FA173","ACC","107201","2023-05-01T13:02:00Z","Big Bear","California","United States",,"N2038Y","false","Aviation","DirectorBrief",,"Fatal","3","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107201"
"GAA23WA140","ACC","107807","2023-05-01T12:34:00Z","Chiribiquete National Park",,"Colombia",,"HK2803","false","Aviation","None",,"Fatal","7","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107807"
"CEN23LA168","ACC","107204","2023-05-01T01:45:00Z","Batesville","Mississippi","United States",,"N8713X","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107204"
"CEN23FA167","ACC","107170","2023-04-30T17:00:00Z","Lewisville","Arkansas","United States",,"N31311","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107170"
"CEN23LA170","ACC","107811","2023-04-30T14:50:00Z","Palmer","Texas","United States",,"N1113B","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107811"
"WPR23FA172","ACC","107167","2023-04-29T19:50:00Z","Los Angeles","California","United States",,"N575ND","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107167"
"WPR23LA171","ACC","107166","2023-04-29T09:30:00Z","Queen Creek","Arizona","United States",,"N2207D","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107166"
"DCA23WA282","INC","174521","2023-04-29T02:07:00Z","Munster/Osnabruck",,"Germany",,"TC-SOH, 9H-CXD","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=174521"
"GAA23WA145","ACC","109774","2023-04-28T18:15:00Z","Joanopolis","Other Foreign","Brazil",,"PR-DSC","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=109774"
"WPR23LA170","ACC","107165","2023-04-28T15:25:00Z","Van Nuys","California","United States",,"N549TS","false","Aviation","DirectorBrief",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107165"
"ERA23LA212","ACC","107169","2023-04-28T10:00:00Z","Dulles","Virginia","United States",,"N507GD","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=107169"
"CEN23LA176","ACC","114704","2023-04-28T09:40:00Z","Nacogdoches","Texas","United States",,"N52602","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=114704"
"ERA23LA216","ACC","107809","2023-04-27T09:35:00Z","Bridgeport","Connecticut","United States",,"C-GPEX","false","Aviation","DirectorBrief",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107809"
"WPR23LA169","ACC","107156","2023-04-26T23:54:00Z","Glendale","Arizona","United States",,"N76GX","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107156"
"ERA23FA209","ACC","107153","2023-04-26T14:25:00Z","Watkinsville","Georgia","United States",,"N123DS","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107153"
"ERA23LA208","ACC","107146","2023-04-25T20:35:00Z","Eaton","Ohio","United States",,"N327WC","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=107146"
"WPR23LA168","ACC","107154","2023-04-25T19:00:00Z","Nyssa","Oregon","United States",,"N140D","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=107154"
"WPR23LA166","ACC","107134","2023-04-24T19:14:00Z","Enumclaw","Washington","United States",,"N454K","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=107134"
"CEN23LA166","ACC","107150","2023-04-24T19:00:00Z","Columbia","Mississippi","United States",,"N44048","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107150"
"ERA23LA215","ACC","107307","2023-04-24T15:20:00Z","Cullman","Alabama","United States",,"N623LA","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107307"
"WPR23LA165","ACC","107122","2023-04-24T13:45:00Z","Tracy","California","United States",,"N92734","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107122"
"CEN23FA164","ACC","107114","2023-04-24T08:46:00Z","La Porte","Texas","United States",,"N4008J","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=107114"
"GAA23WA133","ACC","107125","2023-04-23T14:33:00Z","Isla Mocha","Other Foreign","Chile",,"CC-PFC","false","Aviation","DirectorBrief",,"Fatal","4","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=107125"
"ENG23WA027","INC","107308","2023-04-22T20:00:00Z","Bogotá",,"Colombia",,"HK 5239","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107308"
"WPR23LA164","ACC","107121","2023-04-22T14:00:00Z","Mesa","Arizona","United States",,"N4402A","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107121"
"ANC23LA030","ACC","107116","2023-04-22T13:36:00Z","Soldotna","Alaska","United States",,"N454FU","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107116"
"DCA23LA252","ACC","107126","2023-04-22T12:00:00Z","Atlantic Ocean","Atlantic Ocean","United States",,"N770AN","false","Aviation","DirectorBrief",,"Serious","0","1","3",,,"https://data.ntsb.gov/Docket?ProjectID=107126"
"CEN23LA163","ACC","107106","2023-04-22T01:36:00Z","Buffalo","Iowa","United States",,"N60860","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=107106"
"GAA23WA135","ACC","107151","2023-04-21T23:30:00Z","St-Rémi-de-Laprairie","Other Foreign","France",,"C-FWGF","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=107151"
"GAA23WA129","ACC","107103","2023-04-21T11:30:00Z","Taurages",,"Lithuania",,"LY-BRS","false","Aviation","None",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107103"
"GAA23WA130","ACC","107113","2023-04-21T04:00:00Z","Salta","Other Foreign","Argentina",,"LV-WPM","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107113"
"GAA23WA126","ACC","107097","2023-04-20T22:00:00Z","Casanare","Other Foreign","Colombia",,"HK-1635","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107097"
"GAA23WA142","ACC","109769","2023-04-20T17:15:00Z","Jandakot","Other Foreign","Australia",,"VH-FEY","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=109769"
"GAA23WA134","ACC","107145","2023-04-20T14:16:00Z","Bogota","Other Foreign","Colombia",,"HK-1577G","false","Aviation","None",,"Minor","0","0","2",,,"https://data.ntsb.gov/Docket?ProjectID=107145"
"CEN23LA161","ACC","107095","2023-04-20T09:30:00Z","Flint Township","Michigan","United States",,"N419W","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107095"
"GAA23WA127","ACC","107101","2023-04-19T21:40:00Z","San Jose Pinula",,"Guatemala",,"N6630A","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107101"
"CEN23FA160","ACC","107091","2023-04-19T18:37:00Z","Bridgeport","Texas","United States",,"N1390A","false","Aviation","DirectorBrief",,"Serious","0","2","0",,,"https://data.ntsb.gov/Docket?ProjectID=107091"
"WPR23LA162","ACC","107119","2023-04-19T14:00:00Z","Grand Canyon","Arizona","United States",,"N4166C","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107119"
"ERA23LA210","ACC","107155","2023-04-18T19:20:00Z","St. Augustine","Florida","United States",,"N751WW","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107155"
"ERA23FA200","ACC","107083","2023-04-18T18:20:00Z","London","Ohio","United States",,"N734GB","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107083"
"WPR23LA159","ACC","107084","2023-04-18T16:35:00Z","Upland","California","United States",,"N349VR","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107084"
"ERA23LA202","ACC","107092","2023-04-18T09:13:00Z","Miami","Florida","United States",,"N12RX","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107092"
"WPR23LA160","ACC","107087","2023-04-18T07:45:00Z","Glendale","Arizona","United States",,"N21GX","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107087"
"GAA23WA137","ACC","107159","2023-04-18T04:00:00Z","Usa City",,"Japan",,"JA-395A","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107159"
"DCA23WA241","INC","107082","2023-04-17T15:09:00Z","Mexico City",,"Mexico",,"N694DL","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=107082"
"CEN23LA159","ACC","107086","2023-04-17T09:45:00Z","Fredericksburg","Texas","United States",,"N478SP","false","Aviation","DirectorBrief",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107086"
"DCA23WA238","INC","107062","2023-04-17T04:00:00Z","Nairobi",,"Kenya",,"9V-SF0","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107062"
"GAA23WA131","ACC","107118","2023-04-17T04:00:00Z","Bankstown",,"Australia",,"VH-XGR","false","Aviation","None",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107118"
"DCA23WA239","ACC","107075","2023-04-16T14:30:00Z","Peten",,"Guatemala",,"TG-TAI","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107075"
"WPR23LA156","ACC","107070","2023-04-16T10:10:00Z","Riverside","California","United States",,"N8376W","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=107070"
"ERA23LA207","ACC","107132","2023-04-15T19:11:00Z","Wake Forest","North Carolina","United States",,"N33873","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=107132"
"ERA23LA196","ACC","107066","2023-04-15T14:50:00Z","Gilford","New Hampshire","United States",,"N5400S","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107066"
"ERA23FA194","ACC","107060","2023-04-15T10:39:00Z","Andrews","North Carolina","United States",,"N2357","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107060"
"ENG23WA025","INC","107073","2023-04-15T06:20:00Z","Cairo","Other Foreign","Egypt",,"TC-LSZ","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107073"
"GAA23WA136","ACC","107158","2023-04-14T19:30:00Z","Fort Smith",,"Canada",,"C-FCPE","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107158"
"WPR23LA155","ACC","107069","2023-04-14T17:10:00Z","North Las Vegas","Nevada","United States",,"N734NJ","false","Aviation","DirectorBrief",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107069"
"GAA23WA125","ACC","107088","2023-04-14T16:00:00Z","Tapurah",,"Brazil",,"PT-BYA","false","Aviation","None",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107088"
"WPR23LA161","ACC","107096","2023-04-14T15:50:00Z","Concord","California","United States",,"N80922","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107096"
"WPR23LA158","ACC","107077","2023-04-14T15:30:00Z","Garrison","Missouri","United States",,"N7278D","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107077"
"ERA23LA201","ACC","107089","2023-04-14T14:58:00Z","Lexington","Kentucky","United States",,"N285CV","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107089"
"ERA23LA197","ACC","107067","2023-04-14T14:40:00Z","Crestview","Florida","United States",,"N7542V","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=107067"
"ERA23LA213","ACC","107202","2023-04-13T16:00:00Z","West Mifflin","Pennsylvania","United States",,"N544TH","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107202"
"CEN23LA156","ACC","107054","2023-04-13T15:43:00Z","Evansville","Indiana","United States",,"N50142","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107054"
"ERA23LA195","ACC","107065","2023-04-13T15:15:00Z","Fallston","Maryland","United States",,"N412RS","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=107065"
"CEN23FA155","ACC","107053","2023-04-13T13:30:00Z","Mammoth Springs","Arkansas","United States",,"N5545","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107053"
"CEN23LA165","ACC","107115","2023-04-13T12:00:00Z","Kingsford","Michigan","United States",,"N413EK","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107115"
"DCA23LA237","ACC","107059","2023-04-13T04:00:00Z","Miami","Florida","United States",,"A6-GBH, C-GUBL","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107059"
"DCA23WA245","INC","107105","2023-04-13T04:00:00Z","Luqa",,"Malta",,"9H-VVH","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107105"
"CEN23LA154","ACC","107050","2023-04-11T21:20:00Z","Terrell","Texas","United States",,"N1221U","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107050"
"CEN23LA153","ACC","107047","2023-04-11T21:13:00Z","New Waverly","Texas","United States",,"N4229K","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=107047"
"CEN23LA157","ACC","107055","2023-04-11T21:00:00Z","Skiatook","Oklahoma","United States",,"N39GC","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=107055"
"ERA23LA190","ACC","107045","2023-04-11T17:11:00Z","Charles Town","West Virginia","United States",,"N2554L","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107045"
"ERA23FA188","ACC","107039","2023-04-11T11:32:00Z","Climax","North Carolina","United States",,"N543GM","false","Aviation","DirectorBrief",,"Fatal","1","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=107039"
"WPR23FA153","ACC","107042","2023-04-11T04:19:00Z","Cal-Nev-Ari","Nevada","United States",,"N8488","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107042"
"ERA23LA193","ACC","107051","2023-04-10T19:20:00Z","West Mifflin","Pennsylvania","United States",,"N476TA","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107051"
"ERA23LA189","ACC","107043","2023-04-09T16:13:00Z","Ft. Lauderdale","Florida","United States",,"N404PJ","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107043"
"CEN23LA150","ACC","107038","2023-04-09T08:45:00Z","Cahokia","Illinois","United States",,"N372PA","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=107038"
"DCA23WA235","ACC","107057","2023-04-09T04:00:00Z","Dublin",,"Ireland",,"EI-DHH","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107057"
"WPR23LA149","ACC","107032","2023-04-08T19:37:00Z","Morgan","Utah","United States",,"N17NK","false","Aviation","DirectorBrief",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107032"
"WPR23LA148","ACC","107031","2023-04-08T17:45:00Z","Mesa","Arizona","United States",,"N9366J","false","Aviation","DirectorBrief","2023-05-11T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control during the landing roll.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot","https://data.ntsb.gov/Docket?ProjectID=107031"
"WPR23LA147","ACC","107030","2023-04-08T12:00:00Z","Midway","Utah","United States",,"N7530D","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107030"
"ERA23LA199","ACC","107078","2023-04-08T08:55:00Z","Somerset","Kentucky","United States",,"N2448R","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107078"
