,Año,Total de Fallecidos,Numero de personas con lesiones menores,Personas Fallecidas en Tierra,Resumen del Incidente
442,2022,0,0,0.0,Sin Datos
443,2022,0,0,0.0,Sin Datos
444,2022,1,0,0.0,Sin Datos
445,2022,0,0,0.0,Sin Datos
446,2022,0,3,0.0,Sin Datos
447,2022,0,1,0.0,Sin Datos
448,2022,1,5,0.0,Sin Datos
449,2022,1,0,0.0,Sin Datos
450,2022,0,0,0.0,Sin Datos
451,2022,0,0,0.0,Sin Datos
452,2022,0,0,0.0,Sin Datos
453,2022,0,2,0.0,Sin Datos
454,2022,0,0,0.0,Sin Datos
455,2022,0,0,0.0,Sin Datos
456,2022,0,0,0.0,Sin Datos
457,2022,0,0,0.0,Sin Datos
458,2022,0,2,0.0,Sin Datos
459,2022,0,0,0.0,Sin Datos
460,2022,0,0,0.0,Sin Datos
461,2022,0,0,0.0,Sin Datos
462,2022,2,0,0.0,Sin Datos
463,2022,0,2,0.0,Sin Datos
464,2022,0,1,0.0,Sin Datos
465,2022,0,1,0.0,Sin Datos
466,2022,0,0,0.0,Sin Datos
467,2022,0,0,0.0,Sin Datos
468,2022,0,1,0.0,Sin Datos
469,2022,0,0,0.0,Sin Datos
470,2022,2,0,0.0,Sin Datos
471,2022,0,0,0.0,Sin Datos
472,2022,2,0,0.0,Sin Datos
473,2022,0,0,0.0,Sin Datos
474,2022,0,0,0.0,Sin Datos
475,2022,0,0,0.0,Sin Datos
476,2022,0,1,0.0,Sin Datos
477,2022,1,0,0.0,Sin Datos
478,2022,0,0,0.0,Sin Datos
479,2022,4,0,0.0,Sin Datos
480,2022,4,0,0.0,Sin Datos
481,2022,10,0,0.0,Sin Datos
482,2022,2,0,0.0,Sin Datos
483,2022,0,0,0.0,Sin Datos
484,2022,2,0,0.0,Sin Datos
485,2022,0,0,0.0,Sin Datos
486,2022,0,0,0.0,Sin Datos
487,2022,0,1,0.0,Sin Datos
488,2022,0,0,0.0,Sin Datos
489,2022,1,0,0.0,Sin Datos
490,2022,0,0,0.0,Sin Datos
491,2022,0,1,0.0,Sin Datos
492,2022,0,0,0.0,Sin Datos
493,2022,0,0,0.0,Sin Datos
494,2022,0,0,0.0,Sin Datos
495,2022,0,0,0.0,Sin Datos
496,2022,0,0,0.0,Sin Datos
497,2022,0,0,0.0,Sin Datos
498,2022,0,2,0.0,Sin Datos
499,2022,1,0,0.0,Sin Datos
500,2022,0,0,0.0,Sin Datos
501,2022,0,0,0.0,Sin Datos
502,2022,0,0,0.0,Sin Datos
503,2022,0,0,0.0,Sin Datos
504,2022,1,0,0.0,Sin Datos
505,2022,1,0,0.0,Sin Datos
506,2022,0,2,0.0,Sin Datos
507,2022,0,3,0.0,Sin Datos
508,2022,0,0,0.0,Sin Datos
509,2022,0,2,0.0,Sin Datos
510,2022,0,0,0.0,Sin Datos
511,2022,0,0,0.0,Sin Datos
512,2022,0,0,0.0,Sin Datos
513,2022,0,1,0.0,Sin Datos
514,2022,0,0,0.0,Sin Datos
515,2022,0,4,0.0,Sin Datos
516,2022,0,0,0.0,Sin Datos
517,2022,0,3,0.0,Sin Datos
518,2022,5,0,0.0,Sin Datos
519,2022,0,0,0.0,Sin Datos
520,2022,0,0,0.0,Sin Datos
521,2022,0,0,0.0,Sin Datos
522,2022,0,0,0.0,Sin Datos
523,2022,0,1,0.0,Sin Datos
524,2022,0,0,0.0,Sin Datos
525,2022,1,0,0.0,Sin Datos
526,2022,0,0,0.0,Sin Datos
527,2022,0,0,0.0,Sin Datos
528,2022,3,0,0.0,Sin Datos
529,2022,2,0,0.0,Sin Datos
530,2022,0,0,0.0,Sin Datos
531,2022,0,0,0.0,Sin Datos
532,2022,1,0,0.0,Sin Datos
533,2022,0,1,0.0,Sin Datos
534,2022,0,0,0.0,Sin Datos
535,2022,0,1,0.0,Sin Datos
536,2022,0,0,0.0,Sin Datos
537,2022,0,0,0.0,Sin Datos
538,2022,0,0,0.0,Sin Datos
539,2022,0,1,0.0,Sin Datos
540,2022,0,1,0.0,Sin Datos
541,2022,0,1,0.0,Sin Datos
542,2022,0,1,0.0,Sin Datos
543,2022,0,0,0.0,Sin Datos
544,2022,1,0,0.0,Sin Datos
545,2022,0,0,0.0,Sin Datos
546,2022,0,0,0.0,Sin Datos
547,2022,0,0,0.0,Sin Datos
548,2022,2,0,0.0,Sin Datos
549,2022,0,0,0.0,Sin Datos
550,2022,0,0,0.0,Sin Datos
551,2022,0,2,0.0,Sin Datos
552,2022,0,2,0.0,Sin Datos
553,2022,0,0,0.0,Sin Datos
554,2022,0,0,0.0,Sin Datos
555,2022,0,0,0.0,Sin Datos
556,2022,2,0,0.0,Sin Datos
557,2022,0,1,0.0,Sin Datos
558,2022,0,0,0.0,Sin Datos
559,2022,0,0,0.0,Sin Datos
560,2022,0,0,0.0,Sin Datos
561,2022,2,0,0.0,Sin Datos
562,2022,0,0,0.0,Sin Datos
563,2022,0,0,0.0,Sin Datos
564,2022,0,0,0.0,Sin Datos
565,2022,1,0,0.0,Sin Datos
566,2022,0,0,0.0,Sin Datos
567,2022,0,2,0.0,Sin Datos
568,2022,1,0,0.0,Sin Datos
569,2022,0,0,0.0,Sin Datos
570,2022,0,2,0.0,Sin Datos
571,2022,0,0,0.0,Sin Datos
572,2022,0,0,0.0,Sin Datos
573,2022,0,0,0.0,Sin Datos
574,2022,0,0,0.0,Sin Datos
575,2022,0,0,0.0,Sin Datos
576,2022,0,0,0.0,Sin Datos
577,2022,0,0,0.0,Sin Datos
578,2022,1,0,0.0,Sin Datos
579,2022,0,0,0.0,Sin Datos
580,2022,0,0,0.0,Sin Datos
581,2022,3,0,0.0,Sin Datos
582,2022,0,0,0.0,Sin Datos
583,2022,0,0,0.0,Sin Datos
584,2022,0,0,0.0,Sin Datos
585,2022,1,0,0.0,Sin Datos
586,2022,0,0,0.0,Sin Datos
587,2022,0,0,0.0,Sin Datos
588,2022,0,0,0.0,Sin Datos
589,2022,0,0,0.0,Sin Datos
590,2022,0,0,0.0,Sin Datos
591,2022,0,0,0.0,Sin Datos
592,2022,0,0,0.0,Sin Datos
593,2022,0,0,0.0,Sin Datos
594,2022,0,0,0.0,Sin Datos
595,2022,2,0,0.0,Sin Datos
596,2022,0,0,0.0,Sin Datos
597,2022,0,0,0.0,Sin Datos
598,2022,0,0,0.0,Sin Datos
599,2022,0,0,0.0,Sin Datos
600,2022,0,0,0.0,Sin Datos
601,2022,2,0,0.0,Sin Datos
602,2022,2,3,0.0,Sin Datos
603,2022,0,0,0.0,Sin Datos
604,2022,0,1,0.0,Sin Datos
605,2022,2,0,0.0,Sin Datos
606,2022,0,0,0.0,Sin Datos
607,2022,0,0,0.0,Sin Datos
608,2022,0,1,0.0,Sin Datos
609,2022,0,0,0.0,Sin Datos
610,2022,3,0,0.0,Sin Datos
611,2022,0,1,0.0,Sin Datos
612,2022,0,2,0.0,Sin Datos
613,2022,1,0,0.0,Sin Datos
614,2022,0,0,0.0,Sin Datos
615,2022,0,0,0.0,Sin Datos
616,2022,0,0,0.0,Sin Datos
617,2022,0,1,0.0,Sin Datos
618,2022,1,0,0.0,Sin Datos
619,2022,0,0,0.0,Sin Datos
620,2022,0,0,0.0,Sin Datos
621,2022,0,0,0.0,Sin Datos
622,2022,0,0,0.0,Sin Datos
623,2022,1,0,0.0,Sin Datos
624,2022,0,0,0.0,Sin Datos
625,2022,1,0,0.0,Sin Datos
626,2022,1,0,0.0,Sin Datos
627,2022,0,0,0.0,Sin Datos
628,2022,0,0,0.0,Sin Datos
629,2022,1,0,0.0,Sin Datos
630,2022,0,0,0.0,Sin Datos
631,2022,0,0,0.0,Sin Datos
632,2022,0,0,0.0,Sin Datos
633,2022,1,0,0.0,Sin Datos
634,2022,0,0,0.0,Sin Datos
635,2022,0,1,0.0,Sin Datos
636,2022,0,0,0.0,Sin Datos
637,2022,1,0,0.0,Sin Datos
638,2022,0,0,0.0,Sin Datos
639,2022,0,1,0.0,Sin Datos
640,2022,0,0,0.0,Sin Datos
641,2022,0,0,0.0,Sin Datos
642,2022,0,0,0.0,Sin Datos
643,2022,0,0,0.0,Sin Datos
644,2022,0,0,0.0,Sin Datos
645,2022,0,0,0.0,Sin Datos
646,2022,0,0,0.0,Sin Datos
647,2022,0,0,0.0,Sin Datos
648,2022,0,0,0.0,Sin Datos
649,2022,0,0,0.0,Sin Datos
650,2022,0,1,0.0,Sin Datos
651,2022,0,1,0.0,Sin Datos
652,2022,0,0,0.0,Sin Datos
653,2022,0,0,0.0,Sin Datos
654,2022,0,0,0.0,Sin Datos
655,2022,0,0,0.0,Sin Datos
656,2022,1,0,0.0,Sin Datos
657,2022,0,0,0.0,Sin Datos
658,2022,0,0,0.0,Sin Datos
659,2022,0,0,0.0,Sin Datos
660,2022,0,0,0.0,Sin Datos
661,2022,0,0,0.0,Sin Datos
662,2022,2,0,0.0,Sin Datos
663,2022,0,0,0.0,Sin Datos
664,2022,0,1,0.0,Sin Datos
665,2022,0,1,0.0,Sin Datos
666,2022,1,0,0.0,Sin Datos
667,2022,0,0,0.0,Sin Datos
668,2022,1,0,0.0,Sin Datos
669,2022,2,0,0.0,Sin Datos
670,2022,1,0,0.0,Sin Datos
671,2022,0,0,0.0,Sin Datos
672,2022,0,1,0.0,Sin Datos
673,2022,0,1,0.0,Sin Datos
674,2022,0,0,0.0,Sin Datos
675,2022,0,0,0.0,Sin Datos
676,2022,0,0,0.0,Sin Datos
677,2022,0,0,0.0,Sin Datos
678,2022,0,0,0.0,Sin Datos
679,2022,0,0,0.0,Sin Datos
680,2022,0,0,0.0,Sin Datos
681,2022,1,0,0.0,Sin Datos
682,2022,0,0,0.0,Sin Datos
683,2022,0,0,0.0,Sin Datos
684,2022,0,0,0.0,Sin Datos
685,2022,0,0,0.0,Sin Datos
686,2022,2,0,0.0,Sin Datos
687,2022,0,2,0.0,Sin Datos
688,2022,0,0,0.0,Sin Datos
689,2022,0,1,0.0,Sin Datos
690,2022,0,1,0.0,Sin Datos
691,2022,1,0,0.0,Sin Datos
692,2022,0,0,0.0,Sin Datos
693,2022,0,0,0.0,Sin Datos
